ID,Name,date,Mean,Low,High,AOR,AWS,ATM
119,¼ö¿ø,2020-11-14,10.6,3.6,18.8,,1,1024.7
119,¼ö¿ø,2020-11-15,9.9,4.5,16.7,,1,1022.9
119,¼ö¿ø,2020-11-16,11.5,5.4,17.9,,0.9,1021.6
119,¼ö¿ø,2020-11-17,16,10.5,19.9,0.4,2,1019
119,¼ö¿ø,2020-11-18,17.3,14.5,19.7,5.1,1.7,1011.3
119,¼ö¿ø,2020-11-19,14.2,7.8,20.7,43.3,4.5,1004.1
119,¼ö¿ø,2020-11-20,3.5,-0.5,7.8,0,3.2,1015.2
119,¼ö¿ø,2020-11-21,6.7,-1.2,12.7,0,1.6,1019
119,¼ö¿ø,2020-11-22,6,1.7,9.2,2.9,2.2,1018.3
119,¼ö¿ø,2020-11-23,1.8,-0.8,5.8,,2,1023.8
119,¼ö¿ø,2020-11-24,3.4,-1.3,8.4,,1.2,1023.9
119,¼ö¿ø,2020-11-25,4.2,-1.4,10.4,,1.1,1022.9
119,¼ö¿ø,2020-11-26,5.4,0.8,11,,1.1,1022.2
119,¼ö¿ø,2020-11-27,4.3,0.5,7.5,,2.6,1021.5
119,¼ö¿ø,2020-11-28,0.4,-1.8,3.7,,2.6,1024.4
119,¼ö¿ø,2020-11-29,-0.3,-3.2,2.8,0,1.3,1025.4
119,¼ö¿ø,2020-11-30,-0.3,-5,4.7,,1.5,1030.2
119,¼ö¿ø,2020-12-01,1.6,-4.2,6.5,,1.5,1030.6
119,¼ö¿ø,2020-12-02,3.2,0.4,8,,1.6,1026
119,¼ö¿ø,2020-12-03,1.3,-2,5,,2.1,1025.1
119,¼ö¿ø,2020-12-04,-0.3,-4.9,5.2,,1.5,1025.6
119,¼ö¿ø,2020-12-05,1.9,-3,7,,1,1025.1
119,¼ö¿ø,2020-12-06,3.5,-0.2,9,,1.1,1023.6
119,¼ö¿ø,2020-12-07,3.4,-0.7,7.5,,2.1,1023.6
119,¼ö¿ø,2020-12-08,-0.7,-4,4.5,,1.4,1024.3
119,¼ö¿ø,2020-12-09,1,-6.4,5.8,,0.9,1022.1
119,¼ö¿ø,2020-12-10,5.5,2.4,9.5,0,1,1017.9
119,¼ö¿ø,2020-12-11,4.9,0.2,9.8,,1.1,1015.1
119,¼ö¿ø,2020-12-12,2.4,-1.4,6.8,,1.8,1015
119,¼ö¿ø,2020-12-13,-0.9,-5.3,2.2,2.4,2.7,1014.4
119,¼ö¿ø,2020-12-14,-6.7,-8.7,-4.3,,3.7,1024.5
119,¼ö¿ø,2020-12-15,-6.9,-9.7,-3.6,,3.2,1026.6
119,¼ö¿ø,2020-12-16,-7,-9.9,-3.1,,2.6,1026.7
119,¼ö¿ø,2020-12-17,-5.3,-11.5,0.7,0,1.1,1026
119,¼ö¿ø,2020-12-18,-1.5,-6,2.4,1.1,2.3,1023.8
119,¼ö¿ø,2020-12-19,-4.6,-9,-1,,1.8,1028.6
119,¼ö¿ø,2020-12-20,-3.9,-9.8,1.6,,1.5,1027.8
119,¼ö¿ø,2020-12-21,-1.6,-7.3,4.1,,0.9,1024.6
119,¼ö¿ø,2020-12-22,1.6,-3.5,6.5,0.7,1.3,1021.5
119,¼ö¿ø,2020-12-23,3.6,-3,9.2,,1.4,1017.6
119,¼ö¿ø,2020-12-24,2.5,-1.5,6.5,0.2,2.5,1014.1
119,¼ö¿ø,2020-12-25,-1,-5.5,3.8,,1.6,1019.1
119,¼ö¿ø,2020-12-26,1.6,-2.9,8.5,0,1.4,1019.8
119,¼ö¿ø,2020-12-27,4.7,-0.1,9.1,0,1.2,1017
119,¼ö¿ø,2020-12-28,5.3,1.4,11.4,0,1.1,1018.6
119,¼ö¿ø,2020-12-29,-0.3,-5.4,4.2,0.2,2.5,1017
119,¼ö¿ø,2020-12-30,-10,-12.5,-5.4,,4.6,1018.7
119,¼ö¿ø,2020-12-31,-8.7,-12.6,-4.4,0,1.7,1021.8
119,¼ö¿ø,2021-01-01,-4.6,-10.4,0,0,1.3,1021.2
119,¼ö¿ø,2021-01-02,-4.5,-8.4,-0.8,,2.3,1024.7
119,¼ö¿ø,2021-01-03,-5.5,-10.1,-0.4,,1.7,1029.4
119,¼ö¿ø,2021-01-04,-3.6,-10.4,0.6,0,1.2,1026.4
119,¼ö¿ø,2021-01-05,-4.9,-9.3,-0.8,0,2.8,1025.4
119,¼ö¿ø,2021-01-06,-7.2,-12.4,-1.9,5.7,2.2,1019.2
119,¼ö¿ø,2021-01-07,-13.8,-15.9,-8.3,,4,1021.7
119,¼ö¿ø,2021-01-08,-14.4,-18.4,-10.7,,2.6,1020.5
119,¼ö¿ø,2021-01-09,-12.7,-18.6,-7.7,,1.6,1020.5
119,¼ö¿ø,2021-01-10,-8.9,-16.8,-2.7,0,1,1023.4
119,¼ö¿ø,2021-01-11,-7.6,-12.5,-3.6,,0.8,1021.7
119,¼ö¿ø,2021-01-12,-3.9,-11,0.7,1.5,1.3,1013.2
119,¼ö¿ø,2021-01-13,1.7,-4.9,8.7,,1.8,1010.8
119,¼ö¿ø,2021-01-14,1.5,-5.3,7.6,,1.5,1016.9
119,¼ö¿ø,2021-01-15,4,-1.6,11.3,0,2.5,1011.9
119,¼ö¿ø,2021-01-16,-4.2,-7.3,-0.7,,3.1,1021.1
119,¼ö¿ø,2021-01-17,-5.3,-11.1,-1.4,1.1,1.9,1022.8
119,¼ö¿ø,2021-01-18,-3.2,-8.2,1.6,0.3,3,1017
119,¼ö¿ø,2021-01-19,-6.6,-12.1,-0.5,,1.2,1027.4
119,¼ö¿ø,2021-01-20,-0.4,-8.6,7.4,,1.4,1025.1
119,¼ö¿ø,2021-01-21,4.5,-0.2,8.3,9.1,1,1018.4
119,¼ö¿ø,2021-01-22,5.7,3.9,7.5,0,1,1014.9
119,¼ö¿ø,2021-01-23,7.9,1.9,12.1,,2.3,1015.3
119,¼ö¿ø,2021-01-24,6.9,1.3,13.1,,1.4,1021
119,¼ö¿ø,2021-01-25,6.9,0.6,14.2,,1.5,1021
119,¼ö¿ø,2021-01-26,4.2,1,6.6,4.1,1.5,1015.5
119,¼ö¿ø,2021-01-27,1.5,-2.4,6.2,,1.5,1019
119,¼ö¿ø,2021-01-28,-2.6,-8.6,1.6,2.3,4.2,1013.2
119,¼ö¿ø,2021-01-29,-8.1,-11,-4.6,,3.1,1022.1
119,¼ö¿ø,2021-01-30,-0.8,-8.4,6.6,0,2.1,1021.1
119,¼ö¿ø,2021-01-31,3.6,-5.8,10.5,,1.6,1021.5
119,¼ö¿ø,2021-02-01,5,-1.3,9.9,1.7,2.2,1012.3
119,¼ö¿ø,2021-02-02,-4.8,-6.9,-1.2,0.1,3.8,1021.7
119,¼ö¿ø,2021-02-03,-3.2,-10.3,1.7,3.8,1.9,1020.9
119,¼ö¿ø,2021-02-04,-3.8,-8,0.8,1.6,2.2,1022.7
119,¼ö¿ø,2021-02-05,0.5,-6.4,6.6,,1.5,1016.5
119,¼ö¿ø,2021-02-06,6.1,0.8,10.2,,1.9,1010.9
119,¼ö¿ø,2021-02-07,3.2,-2.2,7.2,,2.6,1016.8
119,¼ö¿ø,2021-02-08,-2.6,-4.6,0.6,,3.6,1023.7
119,¼ö¿ø,2021-02-09,-1.3,-7.4,4,,1.4,1024
119,¼ö¿ø,2021-02-10,2.3,-3.4,7.4,,1.2,1020.8
119,¼ö¿ø,2021-02-11,4,-1.3,11.3,,0.9,1020.6
119,¼ö¿ø,2021-02-12,4.9,-1.6,14.1,,1,1020.3
119,¼ö¿ø,2021-02-13,4.9,-3.2,15.7,,1.1,1019.7
119,¼ö¿ø,2021-02-14,8.1,2.4,14,0,0.9,1010.4
119,¼ö¿ø,2021-02-15,1,-4.1,6.6,0.6,4.3,1007.5
119,¼ö¿ø,2021-02-16,-4.8,-6.7,-2.5,1.9,2.9,1012.5
119,¼ö¿ø,2021-02-17,-7.9,-9.8,-5,,5.3,1014.5
119,¼ö¿ø,2021-02-18,-5.5,-9.9,-0.8,,3.2,1017.7
119,¼ö¿ø,2021-02-19,1.4,-8.1,9.3,,2.3,1012.8
119,¼ö¿ø,2021-02-20,7,0,14.4,,1.3,1005.6
119,¼ö¿ø,2021-02-21,10.8,1.7,18.5,,2.5,1005.3
119,¼ö¿ø,2021-02-22,6.6,0.6,12.7,,2.6,1010.3
119,¼ö¿ø,2021-02-23,0.2,-2.5,4.1,,2.8,1021.3
119,¼ö¿ø,2021-02-24,2.1,-2.1,10.2,,1.3,1020.7
119,¼ö¿ø,2021-02-25,3.4,-2.2,8.6,,0.8,1019.1
119,¼ö¿ø,2021-02-26,8.1,-1.3,15.6,,1.6,1018.8
119,¼ö¿ø,2021-02-27,8.8,3.5,14.6,,3.4,1023.8
119,¼ö¿ø,2021-02-28,7.3,0.9,10.7,,1.7,1021.3
119,¼ö¿ø,2021-03-01,5,0.5,8.1,70.7,1.8,1010.3
119,¼ö¿ø,2021-03-02,2.4,-0.6,6.8,0.2,1.8,1020.3
119,¼ö¿ø,2021-03-03,3.4,-2.1,9.5,,1.1,1024.5
119,¼ö¿ø,2021-03-04,6.7,0.4,12.2,,1.3,1019.4
119,¼ö¿ø,2021-03-05,7.3,1,16,,1.8,1016.7
119,¼ö¿ø,2021-03-06,7,4,12.6,,2.4,1022.3
119,¼ö¿ø,2021-03-07,5.7,2.2,10.8,,2.5,1023.6
119,¼ö¿ø,2021-03-08,5,-1.2,13.3,,1.3,1022.4
119,¼ö¿ø,2021-03-09,5.3,-0.5,11.7,,1.7,1021.4
119,¼ö¿ø,2021-03-10,7.2,-0.3,16.8,,1.2,1023.7
119,¼ö¿ø,2021-03-11,8.6,1.5,17.3,,1.2,1021.4
119,¼ö¿ø,2021-03-12,9.4,6.8,12.9,0.2,1.4,1017.4
119,¼ö¿ø,2021-03-13,8.1,2.7,14.2,,1.6,1017
119,¼ö¿ø,2021-03-14,7.3,1.6,13.4,,1.4,1015.8
119,¼ö¿ø,2021-03-15,10,2.3,16.1,0.2,1.8,1011.8
119,¼ö¿ø,2021-03-16,7.6,4.5,12.5,2.4,3.1,1011.5
119,¼ö¿ø,2021-03-17,7.1,0.5,16.8,,1.5,1014.8
119,¼ö¿ø,2021-03-18,9.9,1.2,18.8,,1.4,1015
119,¼ö¿ø,2021-03-19,13.9,9,19.4,,2,1013.8
119,¼ö¿ø,2021-03-20,8.8,6,13.5,3.7,2.5,1009
119,¼ö¿ø,2021-03-21,5.8,3.6,8.9,,4.2,1010.9
119,¼ö¿ø,2021-03-22,5.8,1,11.1,,2.8,1016.3
119,¼ö¿ø,2021-03-23,8.7,1.5,16.5,,2.5,1016.4
119,¼ö¿ø,2021-03-24,9.9,4,17.5,,2,1016
119,¼ö¿ø,2021-03-25,10.5,5.4,18.8,,1.5,1016.9
119,¼ö¿ø,2021-03-26,11.9,4.3,21.2,,1.1,1016.1
119,¼ö¿ø,2021-03-27,11.5,6.7,15.6,20.1,2.1,1005.4
119,¼ö¿ø,2021-03-28,9.4,7.5,13.4,5.2,3.1,999
119,¼ö¿ø,2021-03-29,9.8,5.7,15.4,0.1,2.9,1004.4
119,¼ö¿ø,2021-03-30,9.6,1.6,18.3,,1.7,1008.4
119,¼ö¿ø,2021-03-31,12.6,2.2,22.9,,1.1,1009.8
119,¼ö¿ø,2021-04-01,16.8,7.9,23.8,,3.4,1013.7
119,¼ö¿ø,2021-04-02,17.5,12.9,22.3,,3,1014.4
119,¼ö¿ø,2021-04-03,15.4,11.8,18.6,46.7,1.9,1007.4
119,¼ö¿ø,2021-04-04,12.2,9.9,15.8,0.5,2.2,1010.9
119,¼ö¿ø,2021-04-05,11.3,5.8,18.3,,1.9,1017.6
119,¼ö¿ø,2021-04-06,12.1,6.1,18.6,,2.1,1015.9
119,¼ö¿ø,2021-04-07,12.4,5,20.3,,1.9,1015.1
119,¼ö¿ø,2021-04-08,11.5,4.8,17.5,,2.3,1014.1
119,¼ö¿ø,2021-04-09,12.4,4,19,,2.2,1019.9
119,¼ö¿ø,2021-04-10,11.7,7.7,17.7,,2.4,1025.8
119,¼ö¿ø,2021-04-11,13.9,4.7,22.4,,1.2,1024.5
119,¼ö¿ø,2021-04-12,13.5,11.7,17.5,20.1,2.3,1012.9
119,¼ö¿ø,2021-04-13,9.4,6,13.4,7.8,3.7,1008.8
119,¼ö¿ø,2021-04-14,7.9,3,13.1,,2.3,1015
119,¼ö¿ø,2021-04-15,10.6,4.3,17.9,,1.6,1014
119,¼ö¿ø,2021-04-16,10.2,6,14.8,0.4,2,1011.8
119,¼ö¿ø,2021-04-17,9,3.8,14.1,,3,1010.4
119,¼ö¿ø,2021-04-18,9.3,5.5,14.3,,3,1012.2
119,¼ö¿ø,2021-04-19,11.5,4.6,18.6,,2,1013.1
119,¼ö¿ø,2021-04-20,13.3,5.8,21.4,,1.5,1016.5
119,¼ö¿ø,2021-04-21,17.8,7.5,28.6,,1.3,1016.9
119,¼ö¿ø,2021-04-22,20.2,14.1,27.6,0,1.8,1014.1
119,¼ö¿ø,2021-04-23,20.1,16.4,23.1,0,3.3,1014.6
119,¼ö¿ø,2021-04-24,17.4,12.1,23,,2.3,1015.2
119,¼ö¿ø,2021-04-25,17.3,9.2,24.1,,1.7,1014.7
119,¼ö¿ø,2021-04-26,15.5,11,21.4,,2.3,1016.5
119,¼ö¿ø,2021-04-27,15,9.5,20.1,0,1.4,1013.5
119,¼ö¿ø,2021-04-28,14.4,11.3,19.2,1.8,1.8,1011.8
119,¼ö¿ø,2021-04-29,14.7,10,20.2,6.3,1.8,1001.3
119,¼ö¿ø,2021-04-30,10.7,7.9,14.4,22.8,2.3,1000.4
119,¼ö¿ø,2021-05-01,10.6,8.6,14.2,9.1,2.9,1001.4
119,¼ö¿ø,2021-05-02,11.7,7.8,17.8,2.2,2.5,1012.2
119,¼ö¿ø,2021-05-03,13.1,6.3,20.3,,1.5,1013.5
119,¼ö¿ø,2021-05-04,15.1,10.1,18.1,18.8,1.5,1004.8
119,¼ö¿ø,2021-05-05,13.7,9.8,18.2,0.1,3.2,1008.6
119,¼ö¿ø,2021-05-06,15.3,6.2,23.1,,2.1,1011
119,¼ö¿ø,2021-05-07,13.3,10.1,17.3,8.9,2.9,1002.4
119,¼ö¿ø,2021-05-08,13.8,8,21.3,,3.3,1000.5
119,¼ö¿ø,2021-05-09,14.3,7.7,21.3,,2.9,1005.6
119,¼ö¿ø,2021-05-10,11.8,8.6,14.1,18.5,1.8,1009.3
119,¼ö¿ø,2021-05-11,18.2,9.6,24.6,,3,1008.8
119,¼ö¿ø,2021-05-12,20.5,15.6,27.2,,2.2,1007.6
119,¼ö¿ø,2021-05-13,20.9,13.7,29,,1.4,1006.8
119,¼ö¿ø,2021-05-14,21.8,15.1,30.4,,1.3,1006.6
119,¼ö¿ø,2021-05-15,20.9,18.5,23.2,5.2,1.2,1002
119,¼ö¿ø,2021-05-16,19.1,15.9,21.2,32.6,1.2,996.4
119,¼ö¿ø,2021-05-17,15.2,13.4,16.3,3.8,1.4,1002.4
119,¼ö¿ø,2021-05-18,16.9,12.7,23.9,,1.4,1006.3
119,¼ö¿ø,2021-05-19,18.9,10.6,26.2,,1.4,1007.4
119,¼ö¿ø,2021-05-20,18.1,14.5,23.4,11.6,2.2,1000.5
119,¼ö¿ø,2021-05-21,15.1,12.9,16.9,11.6,1.8,1001.5
119,¼ö¿ø,2021-05-22,17.5,12.1,23.6,,1.8,1006.7
119,¼ö¿ø,2021-05-23,18.7,11.8,25.4,,1.2,1006.6
119,¼ö¿ø,2021-05-24,17.8,13.7,24.2,,2.1,1003.8
119,¼ö¿ø,2021-05-25,14.8,11.9,18.6,5.4,2.8,1003.2
119,¼ö¿ø,2021-05-26,17.7,11.1,23.8,0,2.5,1003.3
119,¼ö¿ø,2021-05-27,15.3,13,17.7,6.5,2,997.7
119,¼ö¿ø,2021-05-28,14.8,11.8,20.3,21.7,2.4,996.7
119,¼ö¿ø,2021-05-29,16.2,12.2,20.9,0,1.8,1002.3
119,¼ö¿ø,2021-05-30,18.7,10.5,27.4,18.7,1.7,1004.2
119,¼ö¿ø,2021-05-31,20.4,16.8,24.9,4.5,1.7,1006.6
119,¼ö¿ø,2021-06-01,21.5,17.4,25.3,0.6,1.8,1009.4
119,¼ö¿ø,2021-06-02,23.1,16,30,,1.5,1008.2
119,¼ö¿ø,2021-06-03,18.8,14.1,22.7,17.2,1.2,999.9
119,¼ö¿ø,2021-06-04,18.1,12.6,24.1,0,2.3,997.7
119,¼ö¿ø,2021-06-05,20.1,15.7,25.9,,2.5,997
119,¼ö¿ø,2021-06-06,22.3,18,27.5,,1.8,1002.5
119,¼ö¿ø,2021-06-07,21.3,16.8,26.2,0,1.1,1009.3
119,¼ö¿ø,2021-06-08,23.1,18.7,28.8,0.1,1.3,1010.7
119,¼ö¿ø,2021-06-09,25.7,19.6,32.3,,1,1010.1
119,¼ö¿ø,2021-06-10,24.9,19.9,31.4,8.3,2,1006.5
119,¼ö¿ø,2021-06-11,21.5,18.8,25.7,7.3,2.7,1005.8
119,¼ö¿ø,2021-06-12,22.7,17,29,,1.7,1007.3
119,¼ö¿ø,2021-06-13,22.1,17.5,28.9,,1.6,1004.3
119,¼ö¿ø,2021-06-14,22.2,16.9,29.7,,1.5,1001.6
119,¼ö¿ø,2021-06-15,22.8,20.2,26.2,0.7,2.3,999.9
119,¼ö¿ø,2021-06-16,24.8,19.9,29.7,,3.1,1000.7
119,¼ö¿ø,2021-06-17,21.7,20,24.2,0.1,2.6,1001.5
119,¼ö¿ø,2021-06-18,19.8,18.7,21.4,6.2,1.8,997.4
119,¼ö¿ø,2021-06-19,21.9,17.6,27.4,,1.4,997
119,¼ö¿ø,2021-06-20,22.8,16.6,29.6,,2.6,996.8
119,¼ö¿ø,2021-06-21,23,18.3,28.4,,2.1,1000.2
119,¼ö¿ø,2021-06-22,23.4,18.6,28.5,0,1.6,1003.9
119,¼ö¿ø,2021-06-23,22.2,19.7,26.2,0.2,2.4,1006.1
119,¼ö¿ø,2021-06-24,22.6,18.7,27.9,,1.6,1006.9
119,¼ö¿ø,2021-06-25,23.3,17.9,28.8,,1.6,1006.4
119,¼ö¿ø,2021-06-26,23,20.3,27.4,7.4,1.5,1006
119,¼ö¿ø,2021-06-27,25.1,19.8,31.1,0.2,1.7,1002.8
119,¼ö¿ø,2021-06-28,23.7,21.3,29.6,0.9,1.8,1000.9
119,¼ö¿ø,2021-06-29,23.5,20.7,28.6,0.9,1.5,1001.2
119,¼ö¿ø,2021-06-30,24,20.2,28.9,0,1.2,1002.5
119,¼ö¿ø,2021-07-01,26.2,20.4,32.1,,1.5,1002.3
119,¼ö¿ø,2021-07-02,27.4,23.2,31.9,,2.4,1004.1
119,¼ö¿ø,2021-07-03,23.4,20.7,26.8,33.3,4.5,1001.4
119,¼ö¿ø,2021-07-04,22,20.5,24.7,12.6,2.7,1000.1
119,¼ö¿ø,2021-07-05,23.8,20.2,27.4,,1,1005.3
119,¼ö¿ø,2021-07-06,25.2,21,29.5,0.3,1.1,1002.7
119,¼ö¿ø,2021-07-07,25.7,23,29,23,1.4,1002.6
119,¼ö¿ø,2021-07-08,25.3,22.4,30.8,4.2,1.8,1000.9
119,¼ö¿ø,2021-07-09,25.1,22.5,29.6,,1.7,1001
119,¼ö¿ø,2021-07-10,26.1,22.4,30,2.1,2,1003.1
119,¼ö¿ø,2021-07-11,26.1,24,29.4,0,2,1005.5
119,¼ö¿ø,2021-07-12,27.5,23.3,32.9,0,1.2,1005.6
119,¼ö¿ø,2021-07-13,28.8,25.2,32.7,,1.4,1005.3
119,¼ö¿ø,2021-07-14,29.3,24.9,33.5,,2,1007.6
119,¼ö¿ø,2021-07-15,28.7,25.2,34.5,0,1.6,1010
119,¼ö¿ø,2021-07-16,28.2,23.5,34.8,21.8,2,1009.8
119,¼ö¿ø,2021-07-17,28.1,23.1,32.8,0,2.1,1007.6
119,¼ö¿ø,2021-07-18,28.5,23.2,34.3,20.1,2,1006.9
119,¼ö¿ø,2021-07-19,26.8,23.8,32.3,6.3,1.3,1008.9
119,¼ö¿ø,2021-07-20,28.6,23.4,32.8,,1,1009.8
119,¼ö¿ø,2021-07-21,30.1,24.6,35.7,,1.6,1008.3
119,¼ö¿ø,2021-07-22,30.4,25.9,35.8,,1.9,1006.4
119,¼ö¿ø,2021-07-23,30.4,26.5,35.7,,1.8,1004.9
119,¼ö¿ø,2021-07-24,30.4,25.5,36.3,,1.5,1003.8
119,¼ö¿ø,2021-07-25,30.9,26.2,35.3,,2.3,1002.1
119,¼ö¿ø,2021-07-26,30.3,26.8,35.1,,2.4,1000.1
119,¼ö¿ø,2021-07-27,30.3,26,35.7,,1.6,998.5
119,¼ö¿ø,2021-07-28,29.3,26,34.3,7.5,1.7,998.2
119,¼ö¿ø,2021-07-29,28.4,25.1,33.7,,1.4,997.7
119,¼ö¿ø,2021-07-30,29.7,24.4,35.4,,1.7,996.1
119,¼ö¿ø,2021-07-31,29,26.4,33.9,3.2,1.9,996.3
119,¼ö¿ø,2021-08-01,26.8,24.6,29.1,14.3,1.1,996.5
119,¼ö¿ø,2021-08-02,25.9,24.3,29.1,1.1,1.1,999.2
119,¼ö¿ø,2021-08-03,27.4,23.3,31.3,0,1.2,1003.4
119,¼ö¿ø,2021-08-04,28.5,25.3,33.4,,1.7,1004.4
119,¼ö¿ø,2021-08-05,29.1,24.9,34.4,,1.5,1001.9
119,¼ö¿ø,2021-08-06,28.3,25,33.6,0,1.8,999.5
119,¼ö¿ø,2021-08-07,27.3,22.4,32.4,,1.5,999
119,¼ö¿ø,2021-08-08,27.1,23.7,32.2,0,1.6,998.7
119,¼ö¿ø,2021-08-09,28.2,22.6,34.4,,2,999
119,¼ö¿ø,2021-08-10,27.7,24.8,32.4,,2.5,1003.3
119,¼ö¿ø,2021-08-11,26.8,24,32,1.5,1.3,1005.7
119,¼ö¿ø,2021-08-12,27.4,23.1,31.8,0,1.3,1004.9
119,¼ö¿ø,2021-08-13,27.1,23.7,30,,1.4,1002.1
119,¼ö¿ø,2021-08-14,26.7,24.4,30.6,,2.1,1003.6
119,¼ö¿ø,2021-08-15,26.8,22.6,32.6,,1.7,1009.2
119,¼ö¿ø,2021-08-16,27.3,23.1,31.7,,2.8,1009.7
119,¼ö¿ø,2021-08-17,25.8,22.4,31.2,1.5,2.3,1005.8
119,¼ö¿ø,2021-08-18,23.8,20,30.2,31.1,1.7,1006
119,¼ö¿ø,2021-08-19,25.9,21,31.5,,2.3,1007.3
119,¼ö¿ø,2021-08-20,25.9,21.7,30.4,6.5,1.8,1007.1
119,¼ö¿ø,2021-08-21,24,22.2,28.1,22.7,3.3,998.9
119,¼ö¿ø,2021-08-22,24.5,22.1,27.5,0,2,1004.1
119,¼ö¿ø,2021-08-23,22.3,20.9,24.3,13.2,2,1004.2
119,¼ö¿ø,2021-08-24,24.1,21.8,26.8,13.7,2.9,995.6
119,¼ö¿ø,2021-08-25,24.3,23,25.8,1.8,1.6,1002.2
119,¼ö¿ø,2021-08-26,25.4,22.6,28.3,0,2,1007.8
119,¼ö¿ø,2021-08-27,22.3,19.5,25.4,3.5,1,1008.9
119,¼ö¿ø,2021-08-28,23,19.2,27.4,0,1.3,1010.1
119,¼ö¿ø,2021-08-29,22.5,19,27.2,8.1,1.3,1009.8
119,¼ö¿ø,2021-08-30,23.9,20.9,27.6,0,0.8,1011.6
119,¼ö¿ø,2021-08-31,21.1,18.7,24.5,42.1,1.6,1009.7
119,¼ö¿ø,2021-09-01,21.4,19.3,23.5,70.9,1.6,1005.1
119,¼ö¿ø,2021-09-02,23.4,21.2,26.9,,1.9,1005.4
119,¼ö¿ø,2021-09-03,24.7,20.1,29.7,,1.7,1005.2
119,¼ö¿ø,2021-09-04,23.7,18.7,27.8,,2.2,1010.8
119,¼ö¿ø,2021-09-05,22.9,18,26.7,,2.4,1014
119,¼ö¿ø,2021-09-06,21.7,17.7,26.3,16.7,3.1,1012
119,¼ö¿ø,2021-09-07,20.6,18,22.7,17.8,2.3,1003.6
119,¼ö¿ø,2021-09-08,21.9,19,27.1,0.4,1.9,1006.3
119,¼ö¿ø,2021-09-09,22.9,18.3,29.1,,1,1009.3
119,¼ö¿ø,2021-09-10,23.5,19.9,28.9,,1.2,1008.9
119,¼ö¿ø,2021-09-11,23.8,19.5,29.7,,1.3,1008.4
119,¼ö¿ø,2021-09-12,23.8,18.6,29.9,,1.3,1008.9
119,¼ö¿ø,2021-09-13,25,20.3,29.8,,2.7,1011.9
119,¼ö¿ø,2021-09-14,23.9,19.6,28,,2.4,1011
119,¼ö¿ø,2021-09-15,23.8,19.1,29.5,,3.2,1011.7
119,¼ö¿ø,2021-09-16,23,17.7,27.5,,2.5,1008.3
119,¼ö¿ø,2021-09-17,23.7,21,27.8,0,2.4,1005.2
119,¼ö¿ø,2021-09-18,22.9,16.7,29.6,,1.2,1010.1
119,¼ö¿ø,2021-09-19,23.5,19.9,28.5,,1.4,1011.2
119,¼ö¿ø,2021-09-20,23.8,19,28.2,,3.3,1006.6
119,¼ö¿ø,2021-09-21,22.6,20.4,26.5,30.1,2.5,1001
119,¼ö¿ø,2021-09-22,20.4,18,25.5,15.6,3.3,1004.5
119,¼ö¿ø,2021-09-23,20.1,15.5,24.8,,2.1,1012.7
119,¼ö¿ø,2021-09-24,22,15.5,27.2,,1.8,1018
119,¼ö¿ø,2021-09-25,21.6,17.9,24.2,0,1.6,1018.7
119,¼ö¿ø,2021-09-26,22.8,19.1,27.3,,2.2,1016
119,¼ö¿ø,2021-09-27,21.8,19,25.2,0,2.3,1011.5
119,¼ö¿ø,2021-09-28,21.6,19.8,25.3,1.2,2.5,1008.3
119,¼ö¿ø,2021-09-29,20.6,17.4,22.7,11.4,1.5,1003.7
119,¼ö¿ø,2021-09-30,20.5,15.8,27.1,,1.2,1004.8
119,¼ö¿ø,2021-10-01,20.7,15.4,27.8,6.2,1.7,1004.5
119,¼ö¿ø,2021-10-02,20.5,16,26.4,1.9,1.1,1009.6
119,¼ö¿ø,2021-10-03,22,16.8,28.7,,1.4,1014.2
119,¼ö¿ø,2021-10-04,23.3,17.4,27.2,0,2.4,1015.3
119,¼ö¿ø,2021-10-05,24.3,22.3,28.1,,2.7,1016.2
119,¼ö¿ø,2021-10-06,21.1,19.3,23.4,0.8,2.2,1014.9
119,¼ö¿ø,2021-10-07,20.1,18.2,23,3.2,1.4,1012.5
119,¼ö¿ø,2021-10-08,19.9,18,21.7,2.5,0.8,1016.5
119,¼ö¿ø,2021-10-09,22.8,19.5,27,0.2,1.8,1017.2
119,¼ö¿ø,2021-10-10,20.8,15.6,26.3,9.1,2.1,1013.9
119,¼ö¿ø,2021-10-11,16.7,13.3,19.4,0.1,1.7,1016.8
119,¼ö¿ø,2021-10-12,17.8,16,19.4,0,2.5,1020.5
119,¼ö¿ø,2021-10-13,19.5,14.1,25,,1.7,1019.2
119,¼ö¿ø,2021-10-14,19,15.5,23.9,,1.5,1015.2
119,¼ö¿ø,2021-10-15,19,17.2,21.8,0.5,1,1013.8
119,¼ö¿ø,2021-10-16,11.6,5.3,18.1,0,3.9,1018.9
119,¼ö¿ø,2021-10-17,6,1.4,11.4,,2.6,1023.7
119,¼ö¿ø,2021-10-18,10.3,1.8,16.3,0,1.3,1018.9
119,¼ö¿ø,2021-10-19,10.9,6.3,16.3,11.3,2.1,1015.4
119,¼ö¿ø,2021-10-20,9,3.5,15.8,,1.2,1017
119,¼ö¿ø,2021-10-21,9.3,3.7,16.1,,1.1,1015.7
119,¼ö¿ø,2021-10-22,10.1,2.9,17,,1.6,1018.1
119,¼ö¿ø,2021-10-23,10.2,3.7,18.1,,1.2,1023.8
119,¼ö¿ø,2021-10-24,10.6,4.1,18.1,,1.1,1022
